order_id,customer_id,delivery_status,order_total,payment_method,promised_minutes,actual_minutes,date,customer_segment,total_orders,avg_order_value,sentiment,distance_km,product_id,quantity,category,margin_percentage
5815833211.0,31940833,On Time,1691.9,Card,19.0,19.0,2024-02-01,New,4,1515.8,Positive,4.11,373536.0,2.0,Pet Care,35.0
4656199468.0,13581527,Significantly Delayed,3086.0,UPI,17.0,47.0,2023-10-01,New,10,1614.59,Negative,4.72,373536.0,3.0,Pet Care,35.0
8750169461.0,96989204,On Time,4677.25,UPI,12.0,13.0,2024-09-01,Regular,5,1844.33,Negative,2.69,373536.0,2.0,Pet Care,35.0
3605534244.0,57526322,On Time,3762.7,Cash,13.0,15.0,2024-01-01,Premium,2,601.98,Negative,1.16,373536.0,2.0,Pet Care,35.0
5110274761.0,24821281,On Time,3728.79,Wallet,14.0,15.0,2024-05-01,Regular,10,1004.08,Neutral,2.01,373536.0,1.0,Pet Care,35.0
5744553133.0,60495351,Slightly Delayed,3112.01,Card,18.0,25.0,2024-04-01,New,11,407.03,Neutral,0.73,373536.0,1.0,Pet Care,35.0
3765179520.0,43784632,Significantly Delayed,3700.97,Wallet,10.0,33.0,2024-06-01,Inactive,12,694.85,Positive,0.53,373536.0,1.0,Pet Care,35.0
5980648426.0,23982977,Significantly Delayed,995.87,UPI,17.0,33.0,2023-12-01,New,2,1863.55,Negative,4.67,373536.0,2.0,Pet Care,35.0
3513524740.0,1301661,Significantly Delayed,1395.67,Card,20.0,42.0,2024-07-01,Inactive,8,623.8,Negative,3.09,373536.0,1.0,Pet Care,35.0
4989511905.0,41972994,On Time,2654.71,Card,13.0,12.0,2023-04-01,Inactive,16,748.34,Negative,5.0,373536.0,3.0,Pet Care,35.0
1163454835.0,50392139,On Time,1711.61,UPI,16.0,21.0,2023-12-01,Inactive,16,991.26,Neutral,2.82,373536.0,2.0,Pet Care,35.0
2990223879.0,72359843,Slightly Delayed,367.08,Cash,12.0,22.0,2023-08-01,Premium,18,888.43,Positive,2.77,373536.0,2.0,Pet Care,35.0
8250406975.0,9573071,On Time,1148.92,Wallet,10.0,9.0,2023-12-01,New,5,958.06,Neutral,4.77,473647.0,3.0,Personal Care,35.0
5247557644.0,44410149,On Time,1631.31,Cash,13.0,11.0,2023-05-01,New,14,1440.46,Neutral,4.88,473647.0,1.0,Personal Care,35.0
2468550508.0,59620534,On Time,3712.25,UPI,13.0,16.0,2024-08-01,Premium,15,1340.99,Positive,3.31,473647.0,2.0,Personal Care,35.0
1719134546.0,25665997,On Time,1306.86,Card,17.0,19.0,2024-07-01,Regular,3,1188.16,Negative,1.4,473647.0,3.0,Personal Care,35.0
599975885.0,45708879,On Time,3420.7,Card,18.0,16.0,2023-06-01,Regular,20,988.63,Neutral,1.45,473647.0,3.0,Personal Care,35.0
2401282648.0,21425168,On Time,483.9,Card,14.0,19.0,2023-08-01,New,5,1861.73,Neutral,1.05,473647.0,1.0,Personal Care,35.0
9118004489.0,37288781,On Time,2685.25,Cash,10.0,6.0,2024-02-01,New,1,1609.24,Neutral,2.34,473647.0,1.0,Personal Care,35.0
9045592834.0,84119685,On Time,997.61,Cash,10.0,15.0,2024-10-01,Inactive,4,1623.47,Negative,4.52,473647.0,2.0,Personal Care,35.0
8290229112.0,88923048,On Time,517.77,Wallet,13.0,10.0,2024-03-01,Premium,4,1202.89,Neutral,2.06,473647.0,1.0,Personal Care,35.0
6532953824.0,93924203,Significantly Delayed,3946.2,Cash,13.0,35.0,2024-11-01,Premium,18,1360.15,Neutral,3.77,473647.0,1.0,Personal Care,35.0
864290652.0,57392064,On Time,1797.36,Wallet,14.0,10.0,2023-10-01,Regular,4,1540.81,Neutral,3.72,473647.0,3.0,Personal Care,35.0
3705985582.0,34897081,On Time,1623.7,Wallet,15.0,16.0,2023-08-01,Premium,18,425.92,Negative,2.11,473647.0,3.0,Personal Care,35.0
8068903161.0,11705793,On Time,4089.67,Wallet,20.0,22.0,2024-02-01,New,18,1164.81,Neutral,2.88,473647.0,1.0,Personal Care,35.0
3676517886.0,57505804,Slightly Delayed,582.03,Wallet,14.0,26.0,2024-06-01,New,9,225.87,Negative,4.83,473647.0,3.0,Personal Care,35.0
6392348668.0,1697604,On Time,4479.61,UPI,17.0,22.0,2024-01-01,Regular,6,1970.15,Negative,2.44,473647.0,2.0,Personal Care,35.0
9020583379.0,9573071,On Time,2075.61,Cash,19.0,21.0,2023-06-01,New,5,958.06,Neutral,2.17,317242.0,3.0,Grocery & Staples,15.0
4625892678.0,80371626,On Time,3166.49,Wallet,12.0,16.0,2023-06-01,New,20,1033.07,Negative,2.74,317242.0,1.0,Grocery & Staples,15.0
422403644.0,56548063,Slightly Delayed,2331.5,UPI,20.0,28.0,2023-05-01,New,20,537.48,Negative,0.56,317242.0,1.0,Grocery & Staples,15.0
4903380842.0,71229024,Slightly Delayed,2029.84,Card,20.0,26.0,2024-06-01,New,4,1869.02,Negative,0.86,317242.0,3.0,Grocery & Staples,15.0
8675579025.0,44409533,On Time,2636.86,Card,16.0,18.0,2024-07-01,New,12,1728.95,Neutral,3.41,317242.0,1.0,Grocery & Staples,15.0
8056162498.0,11446157,Significantly Delayed,5891.08,Card,13.0,34.0,2023-05-01,Inactive,8,400.97,Neutral,1.56,317242.0,3.0,Grocery & Staples,15.0
7111490680.0,32500305,Slightly Delayed,1337.06,Card,14.0,22.0,2024-01-01,New,5,362.53,Positive,1.85,317242.0,3.0,Grocery & Staples,15.0
7311621328.0,30891209,Significantly Delayed,2639.67,Wallet,14.0,44.0,2024-04-01,New,1,1815.35,Positive,0.52,317242.0,3.0,Grocery & Staples,15.0
2475154947.0,13760839,Slightly Delayed,2982.06,Cash,12.0,19.0,2024-01-01,Premium,17,444.89,Neutral,1.6,317242.0,3.0,Grocery & Staples,15.0
2002067527.0,45166203,On Time,1269.98,Wallet,10.0,12.0,2023-11-01,Regular,19,724.81,Positive,3.85,317242.0,3.0,Grocery & Staples,15.0
1889723479.0,5754255,On Time,395.61,Cash,16.0,20.0,2024-06-01,Inactive,1,1050.74,Neutral,0.52,317242.0,1.0,Grocery & Staples,15.0
239830094.0,99627097,On Time,416.65,Cash,15.0,13.0,2023-08-01,New,10,1085.49,Neutral,4.5,317242.0,3.0,Grocery & Staples,15.0
9674006557.0,60561655,On Time,4406.9,Cash,14.0,10.0,2023-05-01,Regular,3,378.17,Neutral,0.79,317242.0,3.0,Grocery & Staples,15.0
4092653338.0,13604883,On Time,2455.06,UPI,15.0,10.0,2024-04-01,Premium,17,1659.88,Negative,4.63,317242.0,3.0,Grocery & Staples,15.0
327291657.0,67729191,On Time,1560.19,UPI,13.0,9.0,2024-07-01,New,17,722.69,Positive,3.94,317242.0,1.0,Grocery & Staples,15.0
4650525854.0,71694275,Significantly Delayed,209.59,Cash,17.0,44.0,2024-01-01,Regular,8,476.34,Negative,3.32,317242.0,2.0,Grocery & Staples,15.0
8094117960.0,95018817,Slightly Delayed,1473.88,Cash,13.0,25.0,2023-04-01,Inactive,19,466.48,Positive,0.57,317242.0,2.0,Grocery & Staples,15.0
5695124358.0,90144978,On Time,1927.44,Cash,17.0,13.0,2024-05-01,Regular,3,1017.23,Positive,2.51,317242.0,3.0,Grocery & Staples,15.0
8358703267.0,20496835,On Time,2532.22,Wallet,13.0,15.0,2023-08-01,New,17,1240.91,Negative,3.45,317242.0,3.0,Grocery & Staples,15.0
7850550725.0,16424635,On Time,1641.82,Wallet,15.0,19.0,2023-12-01,Premium,13,1135.26,Neutral,3.45,317242.0,3.0,Grocery & Staples,15.0
9039933820.0,69219122,On Time,2739.91,Card,11.0,10.0,2023-12-01,Premium,17,1177.34,Positive,4.88,317242.0,3.0,Grocery & Staples,15.0
9185164487.0,45477575,On Time,839.05,UPI,18.0,22.0,2024-09-01,Inactive,4,327.93,Neutral,3.83,741341.0,2.0,Dairy & Breakfast,20.0
5091640382.0,64141971,On Time,402.11,Card,19.0,19.0,2024-01-01,Premium,11,361.98,Positive,2.28,741341.0,3.0,Dairy & Breakfast,20.0
9196827234.0,51669263,Slightly Delayed,2203.36,Wallet,12.0,24.0,2023-10-01,Inactive,2,1698.87,Negative,1.43,741341.0,2.0,Dairy & Breakfast,20.0
7867573412.0,61226563,Significantly Delayed,3835.33,Card,15.0,35.0,2023-09-01,Regular,5,417.98,Neutral,2.24,741341.0,3.0,Dairy & Breakfast,20.0
3272079644.0,51592174,On Time,22.14,Card,12.0,15.0,2023-06-01,New,2,794.83,Negative,2.67,741341.0,1.0,Dairy & Breakfast,20.0
8724590445.0,10729474,On Time,1934.86,UPI,11.0,15.0,2023-06-01,New,16,417.3,Positive,1.18,741341.0,1.0,Dairy & Breakfast,20.0
6593510732.0,87266831,Slightly Delayed,483.24,Wallet,14.0,25.0,2023-09-01,New,17,276.09,Negative,2.46,741341.0,1.0,Dairy & Breakfast,20.0
4128844410.0,76438648,On Time,2556.83,Wallet,17.0,18.0,2023-07-01,New,6,854.68,Positive,2.47,741341.0,2.0,Dairy & Breakfast,20.0
2744486953.0,73891999,Significantly Delayed,626.67,Cash,10.0,32.0,2024-09-01,New,11,1681.91,Positive,4.14,741341.0,1.0,Dairy & Breakfast,20.0
3775683944.0,57217288,On Time,3297.69,UPI,13.0,18.0,2024-07-01,Regular,3,736.05,Neutral,3.9,741341.0,3.0,Dairy & Breakfast,20.0
5168057633.0,45477575,On Time,4188.15,UPI,18.0,15.0,2024-07-01,Inactive,4,327.93,Positive,3.82,272170.0,2.0,Instant & Frozen Food,40.0
2461936988.0,14428954,Significantly Delayed,4196.95,Cash,18.0,37.0,2023-07-01,Premium,10,1387.23,Positive,4.4,272170.0,2.0,Instant & Frozen Food,40.0
9833179291.0,90372221,On Time,483.05,UPI,20.0,16.0,2023-05-01,Regular,6,1923.68,Negative,0.59,272170.0,2.0,Instant & Frozen Food,40.0
9653859166.0,32987624,Slightly Delayed,2978.36,Wallet,13.0,27.0,2023-03-01,Premium,15,902.61,Negative,0.95,272170.0,1.0,Instant & Frozen Food,40.0
6110446321.0,78412820,On Time,657.8,Wallet,15.0,18.0,2024-10-01,New,8,1009.58,Negative,4.49,272170.0,1.0,Instant & Frozen Food,40.0
4258404747.0,27692428,On Time,953.65,UPI,20.0,19.0,2024-10-01,Regular,11,1889.95,Positive,1.33,272170.0,1.0,Instant & Frozen Food,40.0
551343632.0,59840071,On Time,4881.51,Cash,13.0,15.0,2024-02-01,Inactive,19,1796.24,Positive,0.79,272170.0,3.0,Instant & Frozen Food,40.0
6009342120.0,59620534,Slightly Delayed,1402.9,Wallet,16.0,23.0,2024-03-01,Premium,15,1340.99,Negative,2.55,272170.0,2.0,Instant & Frozen Food,40.0
1565942558.0,40858753,On Time,2536.81,UPI,14.0,14.0,2024-08-01,Regular,5,1149.5,Negative,0.64,272170.0,2.0,Instant & Frozen Food,40.0
7611231659.0,78841932,Significantly Delayed,1641.37,Card,16.0,41.0,2023-09-01,Inactive,4,979.63,Negative,3.53,272170.0,2.0,Instant & Frozen Food,40.0
5719806088.0,42012717,On Time,1759.81,Card,20.0,25.0,2024-01-01,Regular,10,1030.12,Neutral,0.59,272170.0,2.0,Instant & Frozen Food,40.0
2954397481.0,93318833,On Time,1120.6,Wallet,19.0,21.0,2024-01-01,New,19,490.94,Negative,2.94,272170.0,1.0,Instant & Frozen Food,40.0
3293988248.0,89986926,Significantly Delayed,1519.45,Wallet,13.0,42.0,2024-09-01,New,18,1235.14,Negative,2.58,272170.0,2.0,Instant & Frozen Food,40.0
5246598523.0,90665975,Significantly Delayed,3057.36,Cash,18.0,44.0,2023-11-01,Inactive,15,271.25,Positive,2.03,272170.0,2.0,Instant & Frozen Food,40.0
9721870982.0,79919160,On Time,1339.43,Cash,16.0,12.0,2023-11-01,Premium,8,565.61,Negative,3.31,272170.0,1.0,Instant & Frozen Food,40.0
6947741744.0,49617531,On Time,936.96,UPI,12.0,17.0,2023-07-01,Inactive,12,1346.9,Positive,4.47,272170.0,2.0,Instant & Frozen Food,40.0
4783962671.0,57765367,Slightly Delayed,2056.76,Card,12.0,20.0,2023-10-01,Premium,1,1296.69,Neutral,0.99,272170.0,1.0,Instant & Frozen Food,40.0
6292969164.0,45477575,Slightly Delayed,822.63,Wallet,10.0,23.0,2024-07-01,Inactive,4,327.93,Positive,4.22,222892.0,3.0,Fruits & Vegetables,25.0
1971008155.0,2457734,On Time,1866.01,Cash,20.0,16.0,2023-10-01,Premium,12,923.06,Negative,0.86,222892.0,1.0,Fruits & Vegetables,25.0
9851365751.0,12832151,On Time,1413.06,Cash,17.0,12.0,2023-10-01,Inactive,16,356.96,Negative,3.35,222892.0,3.0,Fruits & Vegetables,25.0
1486548042.0,13465850,Slightly Delayed,3856.34,Card,18.0,27.0,2023-10-01,Premium,6,1956.03,Negative,2.73,222892.0,3.0,Fruits & Vegetables,25.0
6311012195.0,10857389,On Time,824.99,UPI,17.0,15.0,2023-07-01,Inactive,9,553.29,Neutral,3.44,222892.0,3.0,Fruits & Vegetables,25.0
9196809062.0,58979427,Slightly Delayed,3159.25,Cash,18.0,33.0,2024-05-01,Premium,3,1743.81,Neutral,3.59,222892.0,2.0,Fruits & Vegetables,25.0
7416160835.0,29324437,On Time,2651.44,UPI,15.0,12.0,2023-04-01,Premium,11,1915.27,Neutral,1.33,222892.0,1.0,Fruits & Vegetables,25.0
2233053313.0,15830066,On Time,2419.41,Cash,17.0,20.0,2023-10-01,New,19,936.66,Neutral,2.81,222892.0,2.0,Fruits & Vegetables,25.0
2127080399.0,84468124,Slightly Delayed,2317.2,Card,19.0,27.0,2024-09-01,Premium,12,859.39,Negative,1.72,222892.0,3.0,Fruits & Vegetables,25.0
3065857200.0,82359623,On Time,4340.64,Cash,18.0,21.0,2024-06-01,Premium,17,1339.75,Neutral,3.64,222892.0,1.0,Fruits & Vegetables,25.0
4052544342.0,58214883,Significantly Delayed,987.59,Cash,15.0,31.0,2024-04-01,Regular,11,229.17,Positive,1.7,222892.0,1.0,Fruits & Vegetables,25.0
1921412688.0,12338529,On Time,261.03,Cash,16.0,19.0,2023-10-01,New,11,347.1,Negative,2.91,222892.0,2.0,Fruits & Vegetables,25.0
8179058864.0,76970363,On Time,530.59,UPI,14.0,12.0,2023-05-01,Regular,14,1237.8,Positive,2.59,222892.0,1.0,Fruits & Vegetables,25.0
4540563647.0,79257353,On Time,582.87,Card,14.0,17.0,2023-05-01,New,6,291.96,Negative,0.88,222892.0,2.0,Fruits & Vegetables,25.0
2119346062.0,18259715,On Time,217.4,Cash,14.0,10.0,2023-07-01,Regular,9,1731.11,Neutral,4.14,222892.0,1.0,Fruits & Vegetables,25.0
5710259220.0,17287733,On Time,3128.46,Wallet,18.0,22.0,2023-04-01,Premium,12,1897.84,Negative,1.2,222892.0,1.0,Fruits & Vegetables,25.0
1753431230.0,9048817,On Time,3944.12,Wallet,12.0,7.0,2024-03-01,Inactive,1,222.89,Positive,1.3,222892.0,2.0,Fruits & Vegetables,25.0
2030125421.0,44477365,On Time,2375.26,Cash,16.0,20.0,2024-05-01,Regular,18,292.43,Positive,4.4,222892.0,3.0,Fruits & Vegetables,25.0
3440579647.0,89950235,On Time,1827.9,UPI,20.0,20.0,2024-08-01,Premium,13,1179.29,Positive,1.99,222892.0,1.0,Fruits & Vegetables,25.0
